population,Fitness
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,0.981429781636929
2,1.0
2,1.0
2,0.9370533132272434
2,0.9977646959377785
2,0.9984524818030776
2,0.9969049636061549
2,0.9979900262649809
2,0.9969049636061549
2,0.8567763168837842
3,0.9798822634400065
3,0.9192084598692634
3,0.8991138282123946
3,0.9340629241168723
3,0.9977646959377785
3,0.9980656022538469
3,0.9953574454092322
3,0.996444428837701
3,0.9953574454092322
3,0.8552081575695987
4,0.981429781636929
4,0.9175836644125636
4,0.898377687755283
4,0.9325677295616868
4,0.9998280535336753
4,0.9794953838907758
4,0.9984524818030776
4,0.9956025864401287
4,0.9953574454092322
4,0.8520718389412278
5,0.9798822634400065
5,0.8980861189321667
5,0.8982119001646234
5,0.9292627928600593
5,0.9982805353367528
5,0.9810429020876983
5,0.9969049636061549
5,0.9940580509711918
5,0.9938099272123098
5,0.8518975990174293
